"car_name","make","year","car_type","stock_class","stock_pi","drivetrain_stock","recommended_preset","primary_roles","upgrade_order","required_adjustable_parts","optional_parts","avoid","tune_sections","data_needed_for_exact_tune","risk_flags","ai_notes","confidence"
"2019 McLaren Speedtail","McLaren","2019","Hypercars","S2","835","RWD","road_high_grip","general_event_candidate","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2021 McLaren 620R","McLaren","2021","Track Toys","S1","773","RWD","road_high_grip","leaderboard_benchmark;track_day_or_rivals","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_availability_currently;meta_signal_not_fun_default","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2021 McLaren 765LT Coup̩","McLaren","2021","Track Toys","S2","829","","road_high_grip","track_day_or_rivals","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;drivetrain_missing_from_tunelab","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2021 McLaren Sabre","McLaren","2021","Hypercars","S1","787","RWD","road_high_grip","general_event_candidate","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_availability_currently","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2023 McLaren Artura","McLaren","2023","Modern Supercars","S1","766","RWD","road_high_grip","general_event_candidate","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2015 Mercedes-AMG GT S","Mercedes-AMG","2015","Super GT","A","691","RWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2016 Mercedes-AMG C 63 S Coup̩","Mercedes-AMG","2016","Modern Super Saloons","A","645","RWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2017 Mercedes-AMG GT R","Mercedes-AMG","2017","Super GT","S1","764","RWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;check_availability_currently","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2018 Mercedes-AMG E 63 S","Mercedes-AMG","2018","Modern Super Saloons","A","674","AWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2018 Mercedes-AMG GT 4-Door Coup̩","Mercedes-AMG","2018","Modern Super Saloons","A","664","AWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;check_availability_currently","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2020 Mercedes-AMG GT Black Series","Mercedes-AMG","2020","Track Toys","S1","782","RWD","road_high_grip","track_day_or_rivals","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2020 Mercedes-AMG GT Black Series Welcome Pack","Mercedes-AMG","2020","Track Toys","S2","900","RWD","road_high_grip","track_day_or_rivals","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_dlc_or_addon_access","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2020 Mercedes-AMG SLC 43 Final Edition","Mercedes-AMG","2020","Modern Sports Cars","A","620","RWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2021 Mercedes-AMG Mercedes-AMG ONE","Mercedes-AMG","2021","Hypercars","S2","900","","road_high_grip","general_event_candidate","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;drivetrain_missing_from_tunelab","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2021 Mercedes-AMG SL 63","Mercedes-AMG","2021","GT Cars","A","690","AWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
